PlantID,Date,GrossInput_BBL,NetOutput_BBL,Emission_PPM,OperationalEfficiency_Pct
PLT-04,2024-06-28,45368.68,41645.99,26.196,91.79
PLT-05,2024-06-28,118918.97,109262.22,23.006,91.88
PLT-01,2024-06-29,69230.19,63395.7,41.575,91.57
PLT-02,2024-06-29,46481.19,42227.49,46.787,90.85
PLT-03,2024-06-29,52248.2,49470.38,24.83,94.68
PLT-04,2024-06-29,86542.84,76933.06,24.531,88.9
PLT-05,2024-06-29,80069.2,72130.58,31.507,90.09
PLT-01,2024-06-30,57580.75,54040.05,44.557,93.85
PLT-02,2024-06-30,46839.09,42131.55,43.899,89.95
PLT-03,2024-06-30,90524.28,80302.62,31.009,88.71
PLT-04,2024-06-30,56780.68,50984.43,47.363,89.79
PLT-05,2024-06-30,100923.32,95136.45,20.601,94.27
PLT-01,2024-07-01,49485.87,47426.02,12.212,95.84
PLT-02,2024-07-01,71047.71,64297.12,32.534,90.5
PLT-03,2024-07-01,60040.67,54517.44,42.601,90.8
PLT-04,2024-07-01,88255.11,78821.65,39.653,89.31
PLT-05,2024-07-01,56596.74,52010.73,35.278,91.9
PLT-01,2024-07-02,61754.36,56478.66,38.429,91.46
PLT-02,2024-07-02,115032.88,106708.19,12.359,92.76
PLT-03,2024-07-02,67077.1,61434.38,24.21,91.59
PLT-04,2024-07-02,74901.51,70178.22,16.361,93.69
PLT-05,2024-07-02,61810.44,57217.2,23.361,92.57
PLT-01,2024-07-03,119286.83,109604.18,43.313,91.88
PLT-02,2024-07-03,111720.79,106720.24,13.688,95.52
PLT-03,2024-07-03,115819.74,103263.35,14.739,89.16
PLT-04,2024-07-03,73149.57,65652.99,20.131,89.75
PLT-05,2024-07-03,63025.57,56871.53,36.653,90.24
PLT-01,2024-07-04,54942.18,51034.73,47.511,92.89
PLT-02,2024-07-04,74590.59,69948.71,46.897,93.78
PLT-03,2024-07-04,51011.12,46811.61,42.607,91.77
PLT-04,2024-07-04,114584.45,107034.62,17.163,93.41
PLT-05,2024-07-04,112117.73,100423.87,26.204,89.57
PLT-01,2024-07-05,70040.64,64455.34,40.446,92.03
PLT-02,2024-07-05,104171.55,98418.05,12.797,94.48
PLT-03,2024-07-05,85187.61,80696.04,28.007,94.73
PLT-04,2024-07-05,115594.88,110294.04,34.974,95.41
PLT-05,2024-07-05,44994.01,42236.38,44.817,93.87
PLT-01,2024-07-06,70355.63,67220.02,23.274,95.54
PLT-02,2024-07-06,85608.26,80331.21,36.408,93.84
PLT-03,2024-07-06,110603.95,99666.99,21.445,90.11
PLT-04,2024-07-06,96323.28,86300.6,30.214,89.59
PLT-05,2024-07-06,41602.75,37138.28,37.938,89.27
PLT-01,2024-07-07,99796.93,88857.06,21.698,89.04
PLT-02,2024-07-07,47912.36,44031.8,16.54,91.9
PLT-03,2024-07-07,74983.68,70926.23,36.602,94.59
PLT-04,2024-07-07,62436.84,58730.5,45.398,94.06
PLT-05,2024-07-07,67801.95,61674.06,32.572,90.96
PLT-01,2024-07-08,59640.14,55980.75,41.961,93.86
PLT-02,2024-07-08,76745.48,72229.44,35.468,94.12
PLT-03,2024-07-08,43093.24,38633.41,45.667,89.65
PLT-04,2024-07-08,115111.37,109383.38,45.165,95.02
PLT-05,2024-07-08,64491.89,58190.64,25.835,90.23
PLT-01,2024-07-09,44427.36,42334.32,47.43,95.29
PLT-02,2024-07-09,105922.34,98502.24,22.63,92.99
PLT-03,2024-07-09,55815.83,50946.77,36.011,91.28
PLT-04,2024-07-09,75764.92,73042.34,42.752,96.41
PLT-05,2024-07-09,48192.05,42979.47,37.845,89.18
PLT-01,2024-07-10,58461.47,55608.12,33.289,95.12
PLT-02,2024-07-10,58386.44,53895.46,26.619,92.31
PLT-03,2024-07-10,109852.75,96988.4,45.75,88.29
PLT-04,2024-07-10,92166.61,87224.49,12.094,94.64
PLT-05,2024-07-10,90259.15,84208.52,31.339,93.3
PLT-01,2024-07-11,102869.35,95671.42,42.855,93.0
PLT-02,2024-07-11,58610.52,55828.77,18.455,95.25
PLT-03,2024-07-11,105049.42,101335.05,24.085,96.46
PLT-04,2024-07-11,82390.91,77385.63,14.861,93.92
PLT-05,2024-07-11,79526.46,72564.13,43.408,91.25
PLT-01,2024-07-12,110134.36,103864.43,35.606,94.31
PLT-02,2024-07-12,98695.08,90102.57,26.563,91.29
PLT-03,2024-07-12,84296.38,81297.33,38.064,96.44
PLT-04,2024-07-12,84079.14,79819.45,25.352,94.93
PLT-05,2024-07-12,98437.34,90263.19,22.068,91.7
PLT-01,2024-07-13,88777.92,83612.73,28.535,94.18
PLT-02,2024-07-13,85240.06,80335.85,39.638,94.25
PLT-03,2024-07-13,111645.72,101810.73,46.253,91.19
PLT-04,2024-07-13,90982.38,86514.52,37.192,95.09
PLT-05,2024-07-13,56445.74,50035.17,39.646,88.64
PLT-01,2024-07-14,80884.21,76289.92,29.166,94.32
PLT-02,2024-07-14,64978.76,58848.12,38.299,90.57
PLT-03,2024-07-14,62142.41,58682.38,25.823,94.43
PLT-04,2024-07-14,101671.87,90778.02,20.879,89.29
PLT-05,2024-07-14,94872.93,88271.75,19.34,93.04
PLT-01,2024-07-15,112226.16,101546.15,27.159,90.48
PLT-02,2024-07-15,56183.04,51403.13,29.699,91.49
PLT-03,2024-07-15,63619.76,60389.05,26.182,94.92
PLT-04,2024-07-15,98360.8,88390.6,27.073,89.86
PLT-05,2024-07-15,40644.66,38542.41,34.532,94.83
PLT-01,2024-07-16,105425.87,97097.75,40.791,92.1
PLT-02,2024-07-16,91806.6,80819.66,22.633,88.03
PLT-03,2024-07-16,79511.31,74397.29,14.361,93.57
PLT-04,2024-07-16,96406.39,89553.65,30.928,92.89
PLT-05,2024-07-16,63363.64,59152.12,12.99,93.35
PLT-01,2024-07-17,45176.03,42738.71,23.588,94.6
PLT-02,2024-07-17,67757.37,60897.25,29.542,89.88
PLT-03,2024-07-17,44159.47,40054.08,30.976,90.7
PLT-04,2024-07-17,77250.55,74930.74,25.996,97.0
PLT-05,2024-07-17,70959.92,65660.8,18.851,92.53
PLT-01,2024-07-18,110104.35,102562.65,18.916,93.15
PLT-02,2024-07-18,103475.33,91378.02,48.872,88.31
PLT-03,2024-07-18,109211.95,101803.84,16.007,93.22
PLT-04,2024-07-18,57221.82,51794.28,20.677,90.51
PLT-05,2024-07-18,79801.6,77009.38,27.99,96.5
PLT-01,2024-07-19,92925.17,87532.95,43.377,94.2
PLT-02,2024-07-19,42705.7,39135.06,40.25,91.64
PLT-03,2024-07-19,105189.36,101345.73,37.301,96.35
PLT-04,2024-07-19,59612.32,55171.79,13.164,92.55
PLT-05,2024-07-19,91754.27,85321.06,36.006,92.99
PLT-01,2024-07-20,114411.24,107758.79,23.536,94.19
PLT-02,2024-07-20,55898.93,53490.65,18.996,95.69
PLT-03,2024-07-20,52928.77,47561.53,31.818,89.86
PLT-04,2024-07-20,49935.0,48158.84,46.785,96.44
PLT-05,2024-07-20,117904.15,104170.82,47.563,88.35
PLT-01,2024-07-21,119793.19,115578.7,36.154,96.48
PLT-02,2024-07-21,96098.41,85623.95,44.975,89.1
PLT-03,2024-07-21,44771.17,40678.89,47.681,90.86
PLT-04,2024-07-21,73786.23,65802.86,48.395,89.18
PLT-05,2024-07-21,118731.17,106482.13,44.633,89.68
PLT-01,2024-07-22,71233.87,65130.78,21.457,91.43
PLT-02,2024-07-22,43576.82,39398.71,13.936,90.41
PLT-03,2024-07-22,113949.76,107062.05,43.918,93.96
PLT-04,2024-07-22,97383.25,86847.92,47.361,89.18
PLT-05,2024-07-22,111991.44,102060.81,16.015,91.13
PLT-01,2024-07-23,96332.38,91087.32,44.286,94.56
PLT-02,2024-07-23,44212.46,39470.82,35.037,89.28
PLT-03,2024-07-23,89530.52,79057.68,27.79,88.3
PLT-04,2024-07-23,86732.94,82085.1,23.381,94.64
PLT-05,2024-07-23,78712.28,75033.66,46.34,95.33
PLT-01,2024-07-24,58425.17,52744.71,45.833,90.28
PLT-02,2024-07-24,71672.89,67705.89,34.042,94.47
PLT-03,2024-07-24,62847.01,59002.07,35.6,93.88
PLT-04,2024-07-24,87395.45,77691.89,49.326,88.9
PLT-05,2024-07-24,72033.32,67527.1,43.887,93.74
PLT-01,2024-07-25,73863.08,70144.31,46.986,94.97
PLT-02,2024-07-25,68714.78,62975.33,44.601,91.65
PLT-03,2024-07-25,52771.43,46574.67,46.22,88.26
PLT-04,2024-07-25,105727.33,102294.63,14.097,96.75
PLT-05,2024-07-25,52494.19,46692.43,38.103,88.95
PLT-01,2024-07-26,88480.81,80724.6,14.067,91.23
PLT-02,2024-07-26,91172.96,84910.37,16.065,93.13
PLT-03,2024-07-26,112712.78,101205.42,40.266,89.79
PLT-04,2024-07-26,110806.07,103288.18,20.887,93.22
PLT-05,2024-07-26,64739.88,62131.98,22.737,95.97
PLT-01,2024-07-27,99695.24,96616.14,47.993,96.91
PLT-02,2024-07-27,82678.38,78907.42,47.649,95.44
PLT-03,2024-07-27,69973.83,63166.56,16.112,90.27
PLT-04,2024-07-27,51271.97,49058.05,33.194,95.68
PLT-05,2024-07-27,109896.73,104517.39,36.255,95.11
PLT-01,2024-07-28,88744.98,78481.67,44.902,88.44
PLT-02,2024-07-28,73427.36,68315.41,12.79,93.04
PLT-03,2024-07-28,114885.88,110433.67,31.558,96.12
PLT-04,2024-07-28,86184.93,81311.31,21.529,94.35
PLT-05,2024-07-28,57753.25,54326.29,15.759,94.07
PLT-01,2024-07-29,76324.96,70550.86,25.728,92.43
PLT-02,2024-07-29,54821.45,49995.98,24.152,91.2
PLT-03,2024-07-29,79941.25,75202.43,46.856,94.07
PLT-04,2024-07-29,51533.06,49398.12,22.23,95.86
PLT-05,2024-07-29,87309.82,81128.84,32.05,92.92
PLT-01,2024-07-30,97868.69,89486.43,23.488,91.44
PLT-02,2024-07-30,108226.77,97383.37,19.989,89.98
PLT-03,2024-07-30,41248.59,37080.5,32.167,89.9
PLT-04,2024-07-30,83080.71,75013.39,14.602,90.29
PLT-05,2024-07-30,99571.26,94415.24,47.922,94.82
PLT-01,2024-07-31,112002.37,107896.99,40.735,96.33
PLT-02,2024-07-31,89240.23,79563.83,35.903,89.16
PLT-03,2024-07-31,44476.47,42683.04,29.346,95.97
PLT-04,2024-07-31,95797.83,84752.53,32.733,88.47
PLT-05,2024-07-31,64101.07,58052.95,26.028,90.56
PLT-01,2024-08-01,40051.16,36927.15,29.516,92.2
PLT-02,2024-08-01,109050.47,100366.49,25.088,92.04
PLT-03,2024-08-01,119579.76,111377.69,29.014,93.14
PLT-04,2024-08-01,79674.87,75916.31,24.264,95.28
PLT-05,2024-08-01,71132.84,67435.97,14.627,94.8
PLT-01,2024-08-02,109213.53,100336.46,32.927,91.87
PLT-02,2024-08-02,100598.09,90935.11,44.051,90.39
PLT-03,2024-08-02,118338.0,109401.67,45.73,92.45
PLT-04,2024-08-02,40090.29,38505.98,23.198,96.05
PLT-05,2024-08-02,64919.63,58461.94,23.413,90.05
PLT-01,2024-08-03,57078.77,54882.85,44.365,96.15
PLT-02,2024-08-03,48176.91,43015.1,44.533,89.29
PLT-03,2024-08-03,71915.02,64380.8,31.884,89.52
PLT-04,2024-08-03,73333.44,65979.9,39.447,89.97
PLT-05,2024-08-03,90503.14,80454.54,46.814,88.9
PLT-01,2024-08-04,84677.6,76423.09,19.427,90.25
PLT-02,2024-08-04,50875.84,46715.08,16.879,91.82
PLT-03,2024-08-04,73265.31,65454.45,37.145,89.34
PLT-04,2024-08-04,102819.36,95566.18,36.482,92.95
PLT-05,2024-08-04,115070.3,107873.05,25.11,93.75
PLT-01,2024-08-05,75958.41,72726.17,16.706,95.74
PLT-02,2024-08-05,66058.96,61563.99,36.35,93.2
PLT-03,2024-08-05,101079.93,91845.13,17.251,90.86
PLT-04,2024-08-05,116387.14,103220.88,16.949,88.69
PLT-05,2024-08-05,79595.4,75912.87,39.882,95.37
PLT-01,2024-08-06,115015.94,102679.82,27.026,89.27
PLT-02,2024-08-06,62571.37,59910.73,29.581,95.75
PLT-03,2024-08-06,42147.83,39775.62,25.993,94.37
PLT-04,2024-08-06,82491.74,79228.44,21.243,96.04
PLT-05,2024-08-06,59221.17,53517.42,24.172,90.37
PLT-01,2024-08-07,48588.32,45806.63,19.466,94.27
PLT-02,2024-08-07,114091.66,102615.38,22.703,89.94
PLT-03,2024-08-07,63761.62,60520.52,27.394,94.92
PLT-04,2024-08-07,105546.77,100336.65,45.462,95.06
PLT-05,2024-08-07,100528.33,88934.6,43.642,88.47
PLT-01,2024-08-08,115045.81,111529.09,16.51,96.94
PLT-02,2024-08-08,89061.86,79973.21,22.95,89.8
PLT-03,2024-08-08,99646.75,96457.07,33.415,96.8
PLT-04,2024-08-08,108046.76,95167.54,14.819,88.08
PLT-05,2024-08-08,87737.95,80280.97,44.031,91.5
PLT-01,2024-08-09,64158.55,58954.3,31.005,91.89
PLT-02,2024-08-09,61843.11,59478.51,28.723,96.18
PLT-03,2024-08-09,73932.45,70714.75,23.231,95.65
PLT-04,2024-08-09,105397.23,93909.41,20.08,89.1
PLT-05,2024-08-09,116067.33,110939.51,25.964,95.58
PLT-01,2024-08-10,91076.52,87876.76,19.627,96.49
PLT-02,2024-08-10,44720.84,41517.58,17.133,92.84
PLT-03,2024-08-10,54985.53,52799.22,12.267,96.02
PLT-04,2024-08-10,105345.6,97605.39,32.135,92.65
PLT-05,2024-08-10,93741.44,86132.45,16.162,91.88
PLT-01,2024-08-11,48225.62,45712.71,19.957,94.79
PLT-02,2024-08-11,42248.13,40903.17,47.294,96.82
PLT-03,2024-08-11,70251.31,61982.53,39.682,88.23
PLT-04,2024-08-11,106480.96,94901.29,18.377,89.13
PLT-05,2024-08-11,105777.92,101861.14,40.467,96.3
PLT-01,2024-08-12,56059.6,51408.72,33.63,91.7
PLT-02,2024-08-12,52823.48,47485.89,23.684,89.9
PLT-03,2024-08-12,80761.06,74782.52,41.315,92.6
PLT-04,2024-08-12,100240.82,96455.35,41.984,96.22
PLT-05,2024-08-12,60310.2,54871.23,30.015,90.98
PLT-01,2024-08-13,41141.69,39551.61,13.596,96.14
PLT-02,2024-08-13,65795.3,61270.28,30.642,93.12
PLT-03,2024-08-13,92356.79,85658.78,20.244,92.75
PLT-04,2024-08-13,56086.26,53935.48,21.503,96.17
PLT-05,2024-08-13,62478.18,57302.85,17.02,91.72
PLT-01,2024-08-14,80581.83,75735.06,40.296,93.99
PLT-02,2024-08-14,96916.34,86574.13,29.918,89.33
PLT-03,2024-08-14,43086.9,37985.49,29.345,88.16
PLT-04,2024-08-14,60236.84,56713.13,38.073,94.15
PLT-05,2024-08-14,111632.3,105878.93,13.737,94.85
PLT-01,2024-08-15,69729.84,63075.67,25.901,90.46
PLT-02,2024-08-15,52806.05,46933.67,32.255,88.88
PLT-03,2024-08-15,97630.5,92082.35,28.234,94.32
PLT-04,2024-08-15,81782.32,75768.83,36.897,92.65
PLT-05,2024-08-15,43834.01,41374.51,32.959,94.39
PLT-01,2024-08-16,55848.7,49393.44,17.407,88.44
PLT-02,2024-08-16,81975.31,77733.64,24.048,94.83
PLT-03,2024-08-16,70329.91,67803.18,19.668,96.41
PLT-04,2024-08-16,48299.95,43996.76,38.853,91.09
PLT-05,2024-08-16,90086.18,82647.01,46.731,91.74
PLT-01,2024-08-17,98799.72,87493.82,40.307,88.56
PLT-02,2024-08-17,41923.08,39346.03,19.577,93.85
PLT-03,2024-08-17,95715.38,86898.09,43.428,90.79
PLT-04,2024-08-17,66953.11,62652.89,22.293,93.58
PLT-05,2024-08-17,113377.72,107741.67,20.759,95.03
PLT-01,2024-08-18,115903.74,105720.92,35.467,91.21
PLT-02,2024-08-18,99428.26,87701.81,48.023,88.21
PLT-03,2024-08-18,67555.3,60602.52,44.125,89.71
PLT-04,2024-08-18,96231.94,85435.38,17.714,88.78
PLT-05,2024-08-18,97215.35,86203.82,46.518,88.67
PLT-01,2024-08-19,99323.21,90403.42,25.066,91.02
PLT-02,2024-08-19,80519.69,73473.19,40.205,91.25
PLT-03,2024-08-19,117978.96,110028.0,28.057,93.26
PLT-04,2024-08-19,57821.93,54283.75,36.681,93.88
PLT-05,2024-08-19,94815.25,83667.69,45.868,88.24
PLT-01,2024-08-20,67048.53,63493.28,39.353,94.7
PLT-02,2024-08-20,92044.4,84270.14,33.902,91.55
PLT-03,2024-08-20,43215.9,40993.33,15.585,94.86
PLT-04,2024-08-20,71740.07,63800.29,43.635,88.93
PLT-05,2024-08-20,84024.19,79166.41,36.573,94.22
PLT-01,2024-08-21,107328.5,95729.64,37.25,89.19
PLT-02,2024-08-21,86010.72,75928.61,20.751,88.28
PLT-03,2024-08-21,61405.72,54438.02,26.27,88.65
PLT-04,2024-08-21,42176.2,39214.86,19.614,92.98
PLT-05,2024-08-21,62960.25,60564.14,30.101,96.19
PLT-01,2024-08-22,61521.11,57452.2,19.26,93.39
PLT-02,2024-08-22,45951.65,40523.91,47.755,88.19
PLT-03,2024-08-22,97968.87,93265.91,47.313,95.2
PLT-04,2024-08-22,114530.3,108382.56,36.984,94.63
PLT-05,2024-08-22,66948.0,59540.98,34.154,88.94
PLT-01,2024-08-23,86100.26,83147.14,27.933,96.57
PLT-02,2024-08-23,95264.61,88762.55,18.363,93.17
PLT-03,2024-08-23,87365.14,81128.19,29.781,92.86
PLT-04,2024-08-23,81073.83,72541.53,30.185,89.48
PLT-05,2024-08-23,88452.26,81734.35,29.593,92.41
PLT-01,2024-08-24,46201.42,41450.51,25.055,89.72
PLT-02,2024-08-24,73547.76,68653.48,43.08,93.35
PLT-03,2024-08-24,52733.18,46476.81,29.673,88.14
PLT-04,2024-08-24,74568.23,69323.93,41.996,92.97
PLT-05,2024-08-24,104188.84,92624.28,47.124,88.9
PLT-01,2024-08-25,48833.15,45762.1,36.207,93.71
PLT-02,2024-08-25,94390.2,85317.57,23.892,90.39
PLT-03,2024-08-25,83894.15,75333.83,14.231,89.8
PLT-04,2024-08-25,84971.56,78333.16,35.642,92.19
PLT-05,2024-08-25,51736.05,49443.28,17.264,95.57
PLT-01,2024-08-26,111307.49,102453.75,31.793,92.05
PLT-02,2024-08-26,111726.51,101335.07,18.546,90.7
PLT-03,2024-08-26,75660.13,68244.91,31.002,90.2
PLT-04,2024-08-26,62020.63,59403.61,33.864,95.78
PLT-05,2024-08-26,40019.25,38118.04,23.888,95.25
PLT-01,2024-08-27,65616.64,60004.82,34.689,91.45
PLT-02,2024-08-27,75364.86,70585.01,17.284,93.66
PLT-03,2024-08-27,117613.16,111222.6,21.007,94.57
PLT-04,2024-08-27,97933.59,91249.85,15.931,93.18
PLT-05,2024-08-27,54255.71,47946.73,42.633,88.37
PLT-01,2024-08-28,84136.38,76438.52,16.548,90.85
PLT-02,2024-08-28,78723.67,72998.37,37.27,92.73
PLT-03,2024-08-28,117594.98,108086.85,26.617,91.91
PLT-04,2024-08-28,69594.4,66422.51,17.627,95.44
PLT-05,2024-08-28,67505.03,63808.95,12.565,94.52
PLT-01,2024-08-29,63150.46,59218.1,18.694,93.77
PLT-02,2024-08-29,64216.85,59319.93,27.193,92.37
PLT-03,2024-08-29,48482.18,46758.21,13.595,96.44
PLT-04,2024-08-29,99979.42,88624.56,30.323,88.64
PLT-05,2024-08-29,54032.9,48235.11,18.032,89.27
PLT-01,2024-08-30,76222.93,70612.44,16.802,92.64
PLT-02,2024-08-30,118351.66,106895.09,28.518,90.32
PLT-03,2024-08-30,57301.56,52972.6,39.217,92.45
PLT-04,2024-08-30,81688.16,73985.65,20.942,90.57
PLT-05,2024-08-30,100714.75,89700.73,26.819,89.06
PLT-01,2024-08-31,52118.62,47074.47,17.497,90.32
PLT-02,2024-08-31,110941.8,104936.67,32.193,94.59
PLT-03,2024-08-31,57954.02,53660.81,30.75,92.59
PLT-04,2024-08-31,87232.3,77236.15,48.524,88.54
PLT-05,2024-08-31,77235.12,74407.38,12.353,96.34
PLT-01,2024-09-01,59804.67,53187.86,41.206,88.94
PLT-02,2024-09-01,65610.0,62699.82,41.966,95.56
PLT-03,2024-09-01,93423.58,87810.73,37.206,93.99
PLT-04,2024-09-01,93901.11,85902.78,36.582,91.48
PLT-05,2024-09-01,111792.56,101723.58,46.016,90.99
PLT-01,2024-09-02,41086.53,37446.98,16.756,91.14
PLT-02,2024-09-02,50129.59,47792.98,45.061,95.34
PLT-03,2024-09-02,102220.66,98938.91,19.788,96.79
PLT-04,2024-09-02,51263.99,47514.71,41.845,92.69
PLT-05,2024-09-02,43187.13,41874.28,33.681,96.96
PLT-01,2024-09-03,118315.34,108005.03,28.489,91.29
PLT-02,2024-09-03,100188.92,95314.03,20.389,95.13
PLT-03,2024-09-03,114384.09,109587.75,12.655,95.81
PLT-04,2024-09-03,50285.45,46496.38,28.594,92.46
PLT-05,2024-09-03,96671.27,85851.24,36.715,88.81
PLT-01,2024-09-04,89309.59,80470.24,31.526,90.1
PLT-02,2024-09-04,57776.58,51607.37,34.133,89.32
PLT-03,2024-09-04,118197.94,106534.64,24.792,90.13
PLT-04,2024-09-04,60525.86,54714.25,26.551,90.4
PLT-05,2024-09-04,96148.44,84946.42,47.956,88.35
PLT-01,2024-09-05,43702.39,41924.26,44.198,95.93
PLT-02,2024-09-05,81959.14,73134.58,33.845,89.23
PLT-03,2024-09-05,90290.57,86425.98,31.832,95.72
PLT-04,2024-09-05,72856.75,69610.71,47.314,95.54
PLT-05,2024-09-05,91608.26,87824.37,33.554,95.87
PLT-01,2024-09-06,95183.04,89656.24,37.372,94.19
PLT-02,2024-09-06,65681.08,61202.26,33.389,93.18
PLT-03,2024-09-06,65205.73,59434.16,39.441,91.15
PLT-04,2024-09-06,86617.91,77386.95,43.655,89.34
PLT-05,2024-09-06,110649.14,102013.27,19.521,92.2
PLT-01,2024-09-07,115808.52,111107.19,20.798,95.94
PLT-02,2024-09-07,47647.5,43819.44,36.35,91.97
PLT-03,2024-09-07,54031.09,50043.01,27.315,92.62
PLT-04,2024-09-07,111244.09,102195.61,31.216,91.87
PLT-05,2024-09-07,116422.9,105592.34,22.404,90.7
PLT-01,2024-09-08,103967.61,94088.45,41.947,90.5
PLT-02,2024-09-08,47642.85,42402.78,45.948,89.0
PLT-03,2024-09-08,83264.98,78659.87,20.11,94.47
PLT-04,2024-09-08,53301.95,50911.14,24.91,95.51
PLT-05,2024-09-08,76402.61,67426.64,27.392,88.25
PLT-01,2024-09-09,101635.02,96951.15,37.155,95.39
PLT-02,2024-09-09,95374.38,88274.86,31.38,92.56
PLT-03,2024-09-09,99410.54,89693.87,20.335,90.23
PLT-04,2024-09-09,115993.99,102363.78,18.521,88.25
PLT-05,2024-09-09,85626.59,81037.44,31.364,94.64
PLT-01,2024-09-10,68405.12,66217.38,37.339,96.8
PLT-02,2024-09-10,106511.27,94115.72,21.993,88.36
PLT-03,2024-09-10,69933.69,62690.95,16.124,89.64
PLT-04,2024-09-10,58007.33,53832.38,37.047,92.8
PLT-05,2024-09-10,101921.67,90084.92,28.908,88.39
PLT-01,2024-09-11,49776.93,45735.44,27.623,91.88
PLT-02,2024-09-11,79856.93,76690.98,40.983,96.04
PLT-03,2024-09-11,90937.67,87271.67,36.425,95.97
PLT-04,2024-09-11,105508.4,98200.89,30.908,93.07
PLT-05,2024-09-11,97927.78,86349.98,38.354,88.18
PLT-01,2024-09-12,114761.46,108364.06,13.325,94.43
PLT-02,2024-09-12,70230.85,66920.33,46.51,95.29
PLT-03,2024-09-12,69613.07,66529.73,43.097,95.57
PLT-04,2024-09-12,49862.91,47674.97,23.673,95.61
PLT-05,2024-09-12,87459.02,81206.28,35.87,92.85
PLT-01,2024-09-13,99237.17,91266.37,43.979,91.97
PLT-02,2024-09-13,104759.87,99593.94,28.497,95.07
PLT-03,2024-09-13,43005.83,39750.42,44.344,92.43
PLT-04,2024-09-13,55236.01,53492.39,41.077,96.84
PLT-05,2024-09-13,96786.38,91070.6,33.133,94.09
PLT-01,2024-09-14,97653.63,89643.25,42.43,91.8
PLT-02,2024-09-14,95707.68,90866.09,40.53,94.94
PLT-03,2024-09-14,47365.6,41918.92,42.335,88.5
PLT-04,2024-09-14,60750.72,56642.59,27.974,93.24
PLT-05,2024-09-14,41763.14,36902.97,43.277,88.36
PLT-01,2024-09-15,88614.2,82158.29,45.997,92.71
PLT-02,2024-09-15,53849.2,48637.53,39.243,90.32
PLT-03,2024-09-15,102018.82,93494.2,46.235,91.64
PLT-04,2024-09-15,115060.37,101381.63,19.704,88.11
PLT-05,2024-09-15,105617.56,96129.88,15.437,91.02
PLT-01,2024-09-16,102799.93,94669.74,29.727,92.09
PLT-02,2024-09-16,54909.55,51586.45,31.845,93.95
PLT-03,2024-09-16,56533.84,51481.4,33.488,91.06
PLT-04,2024-09-16,113989.78,109753.22,22.365,96.28
PLT-05,2024-09-16,98849.68,93887.1,41.118,94.98
PLT-01,2024-09-17,85660.98,75462.67,40.92,88.09
PLT-02,2024-09-17,48527.8,43214.9,35.302,89.05
PLT-03,2024-09-17,118681.64,107030.49,35.249,90.18
PLT-04,2024-09-17,64292.29,61777.52,33.367,96.09
PLT-05,2024-09-17,56598.19,51141.66,27.569,90.36
PLT-01,2024-09-18,49763.48,44144.49,37.982,88.71
PLT-02,2024-09-18,72573.2,68607.82,15.962,94.54
PLT-03,2024-09-18,88789.24,81677.01,14.088,91.99
PLT-04,2024-09-18,83584.16,74176.96,43.298,88.75
PLT-05,2024-09-18,90556.6,84229.15,16.805,93.01
PLT-01,2024-09-19,62996.57,58231.44,34.798,92.44
PLT-02,2024-09-19,54658.46,48143.06,25.911,88.08
PLT-03,2024-09-19,78629.72,70499.33,31.218,89.66
PLT-04,2024-09-19,67078.87,61776.83,24.508,92.1
PLT-05,2024-09-19,90277.43,79792.68,19.653,88.39
PLT-01,2024-09-20,74620.07,68058.48,26.099,91.21
PLT-02,2024-09-20,104300.86,100104.82,20.952,95.98
PLT-03,2024-09-20,106911.28,98496.41,21.858,92.13
PLT-04,2024-09-20,118836.49,113397.6,47.793,95.42
PLT-05,2024-09-20,53455.26,47732.65,31.622,89.29
PLT-01,2024-09-21,91091.5,81562.91,44.476,89.54
PLT-02,2024-09-21,82561.08,75707.25,33.674,91.7
PLT-03,2024-09-21,90796.3,80250.35,49.496,88.39
PLT-04,2024-09-21,69113.57,61202.75,44.184,88.55
PLT-05,2024-09-21,119441.49,113884.15,42.668,95.35
PLT-01,2024-09-22,90074.81,86742.88,13.287,96.3
PLT-02,2024-09-22,101337.91,95294.51,13.785,94.04
PLT-03,2024-09-22,83517.89,77367.25,36.895,92.64
PLT-04,2024-09-22,46202.51,44006.74,17.019,95.25
PLT-05,2024-09-22,73493.17,70503.17,32.179,95.93
PLT-01,2024-09-23,70367.27,62228.47,37.702,88.43
PLT-02,2024-09-23,118923.74,114411.97,37.823,96.21
PLT-03,2024-09-23,48423.43,43656.12,18.727,90.15
PLT-04,2024-09-23,68436.93,61675.13,20.8,90.12
PLT-05,2024-09-23,89338.39,81180.3,36.378,90.87
PLT-01,2024-09-24,115831.17,108587.44,39.06,93.75
PLT-02,2024-09-24,100126.43,91091.35,12.538,90.98
PLT-03,2024-09-24,44403.84,40202.59,36.824,90.54
PLT-04,2024-09-24,112534.65,108741.31,12.931,96.63
PLT-05,2024-09-24,119206.98,108362.1,42.346,90.9
PLT-01,2024-09-25,54423.64,48200.89,27.121,88.57
PLT-02,2024-09-25,108714.03,97828.96,19.042,89.99
PLT-03,2024-09-25,112784.35,108774.91,12.452,96.45
PLT-04,2024-09-25,98194.86,89144.11,25.489,90.78
PLT-05,2024-09-25,77528.24,71202.8,30.539,91.84
PLT-01,2024-09-26,86588.94,79826.66,37.256,92.19
PLT-02,2024-09-26,97488.13,89653.24,17.129,91.96
PLT-03,2024-09-26,91251.11,86648.96,34.972,94.96
